career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,external_skill_name,raw_importance,normalized_importance,importance_scale_minimum,importance_scale_maximum,importance_n,importance_standard_error,importance_lower_ci,importance_upper_ci,importance_recommend_suppress,importance_not_relevant,importance_date,importance_domain_source,raw_level,normalized_level,level_scale_minimum,level_scale_maximum,level_n,level_standard_error,level_lower_ci,level_upper_ci,level_recommend_suppress,level_not_relevant,level_date,level_domain_source,recommend_suppress,not_relevant,score_eligible
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,3.77,69.25,1,5,29,0.1929,3.3709,4.1612,N,,08/2020,Incumbent,4.46,63.71,0,7,30,0.2298,3.9914,4.9312,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,4.41,85.25,1,5,30,0.2563,3.8839,4.9323,N,,08/2020,Incumbent,5.02,71.71,0,7,30,0.3624,4.2749,5.7574,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.3.c,Design,4.08,77.00,1,5,30,0.1168,3.8455,4.3232,N,,08/2020,Incumbent,5.18,74.00,0,7,30,0.1728,4.8312,5.5380,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.3.d,Building and Construction,2.86,46.50,1,5,28,0.3281,2.1872,3.5337,N,,08/2020,Incumbent,3.51,50.14,0,7,30,0.4074,2.6786,4.3450,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.3.e,Mechanical,4.20,80.00,1,5,30,0.2046,3.7768,4.6136,N,,08/2020,Incumbent,5.05,72.14,0,7,30,0.3412,4.3477,5.7432,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.a,Mathematics,3.89,72.25,1,5,30,0.1531,3.5810,4.2073,N,,08/2020,Incumbent,4.86,69.43,0,7,30,0.1729,4.5048,5.2122,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.b,Physics,3.10,52.50,1,5,30,0.3130,2.4642,3.7446,N,,08/2020,Incumbent,3.49,49.86,0,7,30,0.4233,2.6216,4.3532,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.c,Chemistry,2.65,41.25,1,5,30,0.2809,2.0788,3.2277,N,,08/2020,Incumbent,3.12,44.57,0,7,30,0.4101,2.2782,3.9559,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.d,Biology,1.50,12.50,1,5,30,0.1783,1.1390,1.8684,N,,08/2020,Incumbent,1.11,15.86,0,7,30,0.4022,0.2872,1.9323,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.e,Psychology,2.29,32.25,1,5,30,0.2462,1.7834,2.7906,N,,08/2020,Incumbent,2.33,33.29,0,7,30,0.3324,1.6501,3.0097,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.57,14.25,1,5,30,0.1562,1.2507,1.8898,N,,08/2020,Incumbent,1.07,15.29,0,7,30,0.3188,0.4158,1.7200,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.4.g,Geography,1.54,13.50,1,5,30,0.1613,1.2100,1.8699,N,,08/2020,Incumbent,1.32,18.86,0,7,30,0.3765,0.5465,2.0867,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.40,10.00,1,5,29,0.2027,1.0000,1.8185,N,,08/2020,Incumbent,0.76,10.86,0,7,29,0.4046,0.0000,1.5930,Y,N,08/2020,Incumbent,true,false,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.31,7.75,1,5,30,0.1797,1.0000,1.6795,N,,08/2020,Incumbent,0.50,7.14,0,7,30,0.2505,0.0000,1.0095,Y,Y,08/2020,Incumbent,true,true,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.6,Education and Training,3.34,58.50,1,5,30,0.2570,2.8193,3.8704,N,,08/2020,Incumbent,4.49,64.14,0,7,30,0.4358,3.5970,5.3797,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.7.a,English Language,3.96,74.00,1,5,30,0.2286,3.4911,4.4260,N,,08/2020,Incumbent,4.38,62.57,0,7,30,0.3406,3.6821,5.0754,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.28,7.00,1,5,30,0.1336,1.0094,1.5559,N,,08/2020,Incumbent,0.53,7.57,0,7,30,0.2681,0.0000,1.0735,Y,Y,08/2020,Incumbent,true,true,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.34,8.50,1,5,30,0.1904,1.0000,1.7247,N,,08/2020,Incumbent,0.69,9.86,0,7,30,0.4156,0.0000,1.5427,Y,Y,08/2020,Incumbent,true,true,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.29,7.25,1,5,30,0.1373,1.0102,1.5717,N,,08/2020,Incumbent,0.64,9.14,0,7,30,0.2905,0.0495,1.2377,N,Y,08/2020,Incumbent,false,true,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.30,7.50,1,5,29,0.1389,1.0192,1.5882,N,,08/2020,Incumbent,0.64,9.14,0,7,29,0.2809,0.0605,1.2112,N,Y,08/2020,Incumbent,false,true,false
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,3.12,53.00,1,5,30,0.2270,2.6555,3.5840,N,,08/2020,Incumbent,3.65,52.14,0,7,30,0.3578,2.9136,4.3772,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.8.b,Law and Government,2.62,40.50,1,5,29,0.2096,2.1941,3.0526,N,,08/2020,Incumbent,2.69,38.43,0,7,29,0.3128,2.0452,3.3268,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.9.a,Telecommunications,2.16,29.00,1,5,30,0.2785,1.5917,2.7309,N,,08/2020,Incumbent,1.74,24.86,0,7,30,0.3723,0.9736,2.4965,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.25,31.25,1,5,29,0.2601,1.7191,2.7848,N,,08/2020,Incumbent,2.02,28.86,0,7,30,0.3301,1.3457,2.6958,N,N,08/2020,Incumbent,false,false,true
Industrial Engineer,17-2112.00,Industrial Engineers,onet_knowledge,knowledge,2.C.10,Transportation,2.28,32.00,1,5,30,0.1895,1.8926,2.6676,N,,08/2020,Incumbent,2.15,30.71,0,7,30,0.2871,1.5613,2.7358,N,N,08/2020,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.21,55.25,1,5,24,0.2235,2.7527,3.6772,N,,08/2024,Incumbent,3.76,53.71,0,7,24,0.4860,2.7527,4.7635,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.b,Administrative,3.22,55.50,1,5,23,0.2997,2.5975,3.8407,N,,08/2024,Incumbent,3.94,56.29,0,7,24,0.4318,3.0450,4.8313,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,2.39,34.75,1,5,23,0.2582,1.8551,2.9261,N,,08/2024,Incumbent,2.25,32.14,0,7,23,0.4167,1.3882,3.1165,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,2.48,37.00,1,5,24,0.3197,1.8146,3.1373,N,,08/2024,Incumbent,2.35,33.57,0,7,24,0.3779,1.5686,3.1319,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.09,52.25,1,5,24,0.1813,2.7126,3.4626,N,,08/2024,Incumbent,3.17,45.29,0,7,24,0.5505,2.0301,4.3077,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,2.65,41.25,1,5,24,0.2289,2.1722,3.1193,N,,08/2024,Incumbent,2.82,40.29,0,7,24,0.4947,1.8008,3.8475,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.2.a,Production and Processing,4.34,83.50,1,5,24,0.2520,3.8149,4.8576,N,,08/2024,Incumbent,4.49,64.14,0,7,24,0.4920,3.4708,5.5062,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.2.b,Food Production,1.00,0.00,1,5,23,0.0000,,,N,,08/2024,Incumbent,0.00,0.00,0,7,23,0.0000,,,N,Y,08/2024,Incumbent,false,true,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,3.63,65.75,1,5,24,0.3093,2.9928,4.2725,N,,08/2024,Incumbent,4.51,64.43,0,7,24,0.1475,4.2075,4.8177,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,4.46,86.50,1,5,24,0.1519,4.1487,4.7770,N,,08/2024,Incumbent,5.65,80.71,0,7,24,0.3490,4.9315,6.3753,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.3.c,Design,4.50,87.50,1,5,24,0.2018,4.0785,4.9136,N,,08/2024,Incumbent,6.04,86.29,0,7,24,0.2708,5.4750,6.5952,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.3.d,Building and Construction,2.68,42.00,1,5,24,0.5710,1.5029,3.8652,N,,08/2024,Incumbent,2.78,39.71,0,7,24,0.9035,0.9125,4.6506,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.3.e,Mechanical,4.23,80.75,1,5,24,0.0865,4.0504,4.4084,N,,08/2024,Incumbent,5.15,73.57,0,7,24,0.5614,3.9919,6.3146,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.a,Mathematics,3.88,72.00,1,5,24,0.0892,3.6938,4.0630,N,,08/2024,Incumbent,4.80,68.57,0,7,24,0.1076,4.5764,5.0218,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.b,Physics,3.38,59.50,1,5,24,0.1861,2.9999,3.7697,N,,08/2024,Incumbent,4.56,65.14,0,7,24,0.1767,4.1986,4.9298,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.c,Chemistry,2.63,40.75,1,5,24,0.3282,1.9518,3.3098,N,,08/2024,Incumbent,3.01,43.00,0,7,24,0.4059,2.1707,3.8501,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.d,Biology,1.85,21.25,1,5,24,0.3579,1.1100,2.5908,N,,08/2024,Incumbent,1.60,22.86,0,7,24,0.6133,0.3310,2.8682,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.e,Psychology,2.08,27.00,1,5,24,0.3480,1.3554,2.7953,N,,08/2024,Incumbent,1.94,27.71,0,7,24,0.5824,0.7343,3.1438,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.83,20.75,1,5,24,0.4446,1.0000,2.7517,N,,08/2024,Incumbent,1.26,18.00,0,7,24,0.6603,0.0000,2.6289,Y,N,08/2024,Incumbent,true,false,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.4.g,Geography,1.76,19.00,1,5,24,0.4330,1.0000,2.6570,N,,08/2024,Incumbent,1.48,21.14,0,7,24,0.7375,0.0000,3.0021,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.63,15.75,1,5,24,0.3245,1.0000,2.2982,N,,08/2024,Incumbent,1.04,14.86,0,7,24,0.5975,0.0000,2.2721,Y,N,08/2024,Incumbent,true,false,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.42,10.50,1,5,24,0.1857,1.0385,1.8069,N,,08/2024,Incumbent,1.00,14.29,0,7,24,0.5128,0.0000,2.0623,Y,N,08/2024,Incumbent,true,false,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.6,Education and Training,3.39,59.75,1,5,24,0.2732,2.8270,3.9575,N,,08/2024,Incumbent,3.84,54.86,0,7,24,0.3804,3.0518,4.6257,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.7.a,English Language,4.06,76.50,1,5,24,0.2257,3.5954,4.5293,N,,08/2024,Incumbent,3.90,55.71,0,7,24,0.3472,3.1818,4.6185,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.64,16.00,1,5,24,0.2652,1.0881,2.1854,N,,08/2024,Incumbent,1.44,20.57,0,7,24,0.5327,0.3380,2.5418,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.32,8.00,1,5,24,0.2948,1.0000,1.9328,N,,08/2024,Incumbent,0.65,9.29,0,7,24,0.5895,0.0000,1.8655,Y,Y,08/2024,Incumbent,true,true,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.32,8.00,1,5,24,0.2948,1.0000,1.9328,N,,08/2024,Incumbent,0.48,6.86,0,7,24,0.4421,0.0000,1.3991,Y,Y,08/2024,Incumbent,true,true,false
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.50,12.50,1,5,24,0.1694,1.1501,1.8508,N,,08/2024,Incumbent,1.50,21.43,0,7,24,0.6004,0.2532,2.7371,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,3.73,68.25,1,5,24,0.3287,3.0464,4.4064,N,,08/2024,Incumbent,4.08,58.29,0,7,24,0.2650,3.5348,4.6311,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.8.b,Law and Government,2.62,40.50,1,5,24,0.4847,1.6130,3.6183,N,,08/2024,Incumbent,2.60,37.14,0,7,24,0.5287,1.5032,3.6906,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.9.a,Telecommunications,2.30,32.50,1,5,24,0.2416,1.8040,2.8035,N,,08/2024,Incumbent,2.24,32.00,0,7,24,0.4977,1.2095,3.2688,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.32,33.00,1,5,24,0.3039,1.6877,2.9450,N,,08/2024,Incumbent,2.29,32.71,0,7,24,0.5817,1.0830,3.4898,N,N,08/2024,Incumbent,false,false,true
Mechanical Engineer,17-2141.00,Mechanical Engineers,onet_knowledge,knowledge,2.C.10,Transportation,2.13,28.25,1,5,24,0.2128,1.6943,2.5746,N,,08/2024,Incumbent,2.36,33.71,0,7,24,0.4155,1.4985,3.2173,N,N,08/2024,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.a,Administration and Management,2.94,48.50,1,5,18,0.2564,2.3950,3.4771,N,,08/2019,Incumbent,2.63,37.57,0,7,18,0.6381,1.2829,3.9754,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.b,Administrative,2.80,45.00,1,5,18,0.3032,2.1625,3.4417,N,,08/2019,Incumbent,2.81,40.14,0,7,18,0.5248,1.7018,3.9162,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,1.85,21.25,1,5,18,0.3839,1.0364,2.6562,N,,08/2019,Incumbent,1.20,17.14,0,7,18,0.3480,0.4614,1.9298,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,3.87,71.75,1,5,18,0.2591,3.3254,4.4188,N,,08/2019,Incumbent,3.79,54.14,0,7,18,0.4782,2.7828,4.8004,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.94,73.50,1,5,18,0.3465,3.2120,4.6740,N,,08/2019,Incumbent,3.64,52.00,0,7,18,0.2193,3.1764,4.1015,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,2.04,26.00,1,5,18,0.2950,1.4130,2.6576,N,,08/2019,Incumbent,1.76,25.14,0,7,18,0.5220,0.6595,2.8620,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.2.a,Production and Processing,3.15,53.75,1,5,18,0.4704,2.1542,4.1393,N,,08/2019,Incumbent,2.84,40.57,0,7,18,0.5067,1.7729,3.9109,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.2.b,Food Production,1.00,0.00,1,5,18,0.0000,,,N,,08/2019,Incumbent,0.00,0.00,0,7,18,0.0000,,,N,Y,08/2019,Incumbent,false,true,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,4.95,98.75,1,5,18,0.0379,4.8687,5.0000,N,,08/2019,Incumbent,5.15,73.57,0,7,18,0.3206,4.4717,5.8246,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,3.19,54.75,1,5,18,0.2805,2.5937,3.7772,N,,08/2019,Incumbent,3.81,54.43,0,7,18,0.4404,2.8786,4.7367,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.3.c,Design,4.22,80.50,1,5,18,0.6405,2.8678,5.0000,N,,08/2019,Incumbent,4.28,61.14,0,7,18,0.9362,2.3073,6.2577,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.3.d,Building and Construction,1.17,4.25,1,5,17,0.1127,1.0000,1.4097,N,,08/2019,Incumbent,0.44,6.29,0,7,18,0.2302,0.0000,0.9211,Y,Y,08/2019,Incumbent,true,true,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.3.e,Mechanical,1.50,12.50,1,5,18,0.2108,1.0533,1.9427,N,,08/2019,Incumbent,0.81,11.57,0,7,18,0.2752,0.2284,1.3895,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.a,Mathematics,2.47,36.75,1,5,18,0.2158,2.0137,2.9242,N,,08/2019,Incumbent,3.00,42.86,0,7,18,0.1789,2.6231,3.3782,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.b,Physics,1.31,7.75,1,5,18,0.1182,1.0567,1.5553,N,,08/2019,Incumbent,0.62,8.86,0,7,18,0.2346,0.1281,1.1179,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.c,Chemistry,1.01,0.25,1,5,18,0.0075,1.0000,1.0231,N,,08/2019,Incumbent,0.03,0.43,0,7,18,0.0300,0.0000,0.0921,Y,Y,08/2019,Incumbent,true,true,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.d,Biology,1.47,11.75,1,5,17,0.1598,1.1329,1.8102,N,,08/2019,Incumbent,0.92,13.14,0,7,17,0.3147,0.2494,1.5835,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.e,Psychology,1.97,24.25,1,5,18,0.2749,1.3898,2.5499,N,,08/2019,Incumbent,1.64,23.43,0,7,18,0.4390,0.7142,2.5666,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.77,19.25,1,5,18,0.2300,1.2877,2.2582,N,,08/2019,Incumbent,1.34,19.14,0,7,18,0.6887,0.0000,2.7893,Y,N,08/2019,Incumbent,true,false,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.4.g,Geography,3.01,50.25,1,5,18,0.6129,1.7159,4.3023,N,,08/2019,Incumbent,4.11,58.71,0,7,18,0.6859,2.6640,5.5581,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.15,3.75,1,5,18,0.1312,1.0000,1.4228,N,,08/2019,Incumbent,0.14,2.00,0,7,17,0.1314,0.0000,0.4235,Y,Y,08/2019,Incumbent,true,true,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.29,7.25,1,5,18,0.1221,1.0318,1.5470,N,,08/2019,Incumbent,0.43,6.14,0,7,18,0.2304,0.0000,0.9202,Y,N,08/2019,Incumbent,true,false,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.6,Education and Training,2.20,30.00,1,5,18,0.1420,1.8957,2.4949,N,,08/2019,Incumbent,3.18,45.43,0,7,18,0.5382,2.0473,4.3181,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.7.a,English Language,4.38,84.50,1,5,18,0.2118,3.9341,4.8277,N,,08/2019,Incumbent,3.79,54.14,0,7,18,0.2920,3.1708,4.4030,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.60,15.00,1,5,18,0.2438,1.0878,2.1166,N,,08/2019,Incumbent,1.38,19.71,0,7,18,0.8001,0.0000,3.0721,Y,N,08/2019,Incumbent,true,false,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.7.c,Fine Arts,2.89,47.25,1,5,18,0.7843,1.2330,4.5426,N,,08/2019,Incumbent,3.46,49.43,0,7,18,1.1945,0.9397,5.9801,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.45,11.25,1,5,18,0.1834,1.0591,1.8328,N,,08/2019,Incumbent,0.90,12.86,0,7,18,0.3590,0.1416,1.6563,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.40,10.00,1,5,18,0.2445,1.0000,1.9135,N,,08/2019,Incumbent,1.29,18.43,0,7,18,0.7979,0.0000,2.9714,Y,N,08/2019,Incumbent,true,false,false
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,1.71,17.75,1,5,18,0.2765,1.1287,2.2952,N,,08/2019,Incumbent,1.10,15.71,0,7,18,0.5122,0.0197,2.1808,N,N,08/2019,Incumbent,false,false,true
Multimedia Designer,27-1014.00,Special Effects Artists and Animators,onet_knowledge,knowledge,2.C.8.b,Law and Government,2.17,29.25,1,5,17,1.0050,1.0000,4.2995,N,,08/2019,Incumbent,1.05,15.00,0,7,18,0.6801,0.0000,2.4885,Y,N,08/2019,Incumbent,true,false,false
